Job Title,Job Description,Skills,Certifications
Project Manager,"The Project Manager plans projects and takes ownership of the successful implementation and achievement of project objectives. They define project resources, manage project progress, and facilitate interaction and tasks of various parties to reduce the risk of overall failure. The Project Manager develops and identifies advances/opportunities in project management to improve the timely delivery of projects and efficient use of resources. They ensure the adoption of adequate project management process frameworks and practices. The Project Manager works in a team setting and is knowledgeable of Agile practices and methodology, project management methodologies, and tools. The Project Manager/Scrum Master is an effective team player who manages project timelines, stakeholders, deliverables, and resources in a structured manner. They adopt an analytical and strategic approach to developing and communicating solutions that meet project objectives and stakeholder needs.",Agile Coaching Level 4; Artificial Intelligence Application in Product Development Level 4; Budgeting Level 3; Business Agility Level 4; Business Development Level 4; Business Environment Analysis Level 2-3; Business Needs Analysis Level 2-3; Business Negotiation Level 4; Business Performance Management Level 4; Business Presentation Delivery Level 5; Business Requirements Mapping Level 3; Business Risk Management Level 3; Change Management Level 3; Contract Management Level 4; Critical Thinking Level 4-5; Customer Experience Management Level 4; Data Analytics Level 2-3; Data Visualisation Level 4; Demand Analysis Level 4; Design Concepts Generation Level 3; Design Thinking Practice Level 4; Emerging Technology Synthesis Level 4; Learning and Development Level 5; Manpower Planning Level 3; Market Research Level 4; Networking Level 3; Organizational Analysis Level 4; Organizational Design Level 4; Partnership Management Level 3; People and Performance Management Level 3; Performance Management Level 4-5; Portfolio Management Level 4-5; Process Improvement and Optimisation Level 3; Product Management Level 4-5; Product Risk Assessment Level 4-5; Project Feasibility Assessment Level 5; Project Management Level 3-4; Quality Assurance Level 4; Quality Standards Level 4; Solution Architecture Level 4; Stakeholder Management Level 4; Strategy Implementation Level 3-4; Strategy Planning Level 4-5; Systems Thinking Level 4; Vendor Management Level 3; Adaptability Advanced; Collaboration Intermediate; Communication Intermediate; Customer Orientation Advanced; Decision Making Advanced; Developing People Advanced; Digital Fluency Intermediate; Influence Intermediate; Problem-Solving Advanced; Sense Making Advanced; Transdisciplinary Thinking Advanced,
Delivery Manager (Program Manager),"The Delivery Manager drives the product development vision and strategy and ensures alignment of the product roadmap with organizational strategy and vision. The Delivery Manager oversees the development of a suite of products to achieve strategic goals. The Delivery Manager establishes relationships with key clients and business partners to drive business and product growth. The Delivery Manager distills insights and competitive intelligence with various market analyses to grow the organization’s business. The Delivery Manager works with various teams across the organization. The Delivery Manager is proficient with product development and management practices and tools, as well as various product positioning and pricing methodologies. The Delivery Manager keeps abreast of the latest consumer and industry trends and anticipates new trends. The Delivery Manager adopts a global mindset when distilling market trends and synthesizing growth opportunities. The Delivery Manager guides the team to adopt innovative practices and mindsets. The Delivery Manager is an influential leader who inspires others to achieve long-term strategic goals and influence.",Agile Coaching Level 5; Artificial Intelligence Application in Product Development Level 4; Budgeting Level 4; Business Agility Level 5; Business Development Level 5; Business Environment Analysis Level 5; Business Innovation Level 6; Business Needs Analysis Level 5; Business Negotiation Level 4; Business Performance Management Level 5; Business Presentation Delivery Level 5; Business Requirements Mapping Level 5; Business Risk Management Level 5; Change Management Level 3-4; Contract Management Level 4; Critical Thinking Level 5; Customer Experience Management Level 5; Data Analytics Level 5; Data Visualisation Level 4; Demand Analysis Level 5; Design Concepts Generation Level 3; Design Thinking Practice Level 4; Emerging Technology Synthesis Level 4; IT Standards Level 4; IT Strategy Level 4; Learning and Development Level 5; Manpower Planning Level 4; Market Research Level 5; Networking Level 5; Organizational Analysis Level 5; Organizational Design Level 4; Partnership Management Level 5; People and Performance Management Level 5; Performance Management Level 5; Portfolio Management Level 5; Process Improvement and Optimisation Level 4; Product Management Level 5-6; Product Risk Assessment Level 5-6; Project Feasibility Assessment Level 5; Project Management Level 5; Quality Assurance Level 4; Quality Standards Level 4-5; Solution Architecture Level 4; Stakeholder Management Level 4; Strategy Implementation Level 3-4; Strategy Planning Level 5-6; Systems Thinking Level 4-5; Vendor Management Level 3-4; Adaptability Advanced; Collaboration Advanced; Communication Advanced; Customer Orientation Advanced; Decision Making Advanced; Developing People Advanced; Digital Fluency Advanced; Global Perspective Advanced; Influence Advanced; Problem Solving Advanced; Transdisciplinary Thinking Advanced,
Portfolio Manager,"The Portfolio Manager defines the organization’s product development vision and strategy and ensures alignment of the product roadmap with the strategy and vision. They anticipate the impacts of internal and external business challenges and market conditions on the organization’s product development roadmap. They oversee the organization’s product development process, and enhancements to product portfolios to improve their commercial performance. The Portfolio Manager guides development teams on issues related to product design, development and deployment for the product portfolio, and development of differentiated strategies across the lines of business. The Portfolio Manager works with various teams across the organization. They are knowledgeable of product development and management practices and tools, as well as product branding and pricing methodologies. The Portfolio Manager is also knowledgeable of new and emerging consumer and industry trends. The Portfolio Manager adopts a global mindset and integrates trends and knowledge from varying sources to chart a compelling vision for the future of product portfolios. They are a charismatic leader who inspires others toward common goals.",Agile Coaching Level 5; Artificial Intelligence Application in Product Development Level 5; Budgeting Level 4; Business Agility Level 5; Business Continuity Level 5; Business Development Level 5; Business Environment Analysis Level 5; Business Innovation Level 6; Business Needs Analysis Level 5; Business Negotiation Level 4; Business Performance Management Level 5; Business Presentation Delivery Level 5; Business Requirements Mapping Level 5; Business Risk Management Level 5; Change Management Level 3-4; Contract Management Level 4; Critical Thinking Level 5; Customer Experience Management Level 5; Data Analytics Level 5; Data Visualisation Level 4; Demand Analysis Level 5; Design Concepts Generation Level 3-4; Design Thinking Practice Level 5; Emerging Technology Synthesis Level 5; IT Standards Level 5; IT Strategy Level 5; Learning and Development Level 6; Manpower Planning Level 5; Market Research Level 5; Networking Level 5; Organizational Analysis Level 6; Organizational Design Level 5; Partnership Management Level 6; People and Performance Management Level 6; Performance Management Level 5; Portfolio Management Level 5; Process Improvement and Optimisation Level 5; Product Management Level 5-6; Product Risk Assessment Level 5-6; Project Feasibility Assessment Level 5; Project Management Level 6; Quality Assurance Level 4-5; Quality Standards Level 5; Solution Architecture Level 5; Stakeholder Management Level 5; Strategy Implementation Level 4; Strategy Planning Level 5-6; Systems Thinking Level 4-5; Vendor Management Level 4; Adaptability Advanced; Collaboration Advanced; Communication Advanced; Customer Orientation Advanced; Decision Making Advanced; Developing People Advanced; Digital Fluency Advanced; Global Perspective Advanced; Influence Advanced; Problem Solving Advanced; Transdisciplinary Thinking Advanced,
Associate Software Engineer,"The Associate Software Engineer applies subject matter knowledge in applications development, possessing skills in programming, design, development, testing, debugging, and implementing software applications or specialized utility programs. They support regular updates and recommend improvements to existing applications. They are conversant in data modeling and SQL. The Associate Software Engineer works under supervision to effectively deal with unfamiliar issues and follows recommended coding standards and secure-coding principles to avoid security vulnerabilities. They provide technical support to the quality testing teams. The Associate Software Engineer works in a team setting and is proficient in programming languages required by the organization. They are familiar with software development tools and standards, as well as the relevant software platforms on which the solution is deployed. The Associate Software Engineer is a keen learner, and able to apply structured, analytical thinking to develop applications. They are a strong team player, who communicates their ideas and gets along with others easily.",Agile Software Development Level 3; Applications Development Level 3; Applications Integration Level 3; Applications Support and Enhancement Level 1-2; Business Environment Analysis Level 2; Business Needs Analysis Level 2; Cloud Computing Level 4; Configuration Tracking Level 1-2; Critical Thinking Level 3; Data Design Level 3; Database Administration Level 3; Design Thinking Practice Level 3; Emerging Technology Synthesis Level 3; Learning and Development Level 4; Problem Management Level 3; Product Management Level 3; Project Management Level 3; Quality Assurance Level 3; Quality Standards Level 4; Software Configuration Level 2; Software Design Level 3; Software Testing Level 2; Solution Architecture Level 4; Stakeholder Management Level 2; System Integration Level 3; Systems Design Level 4; Systems Thinking Level 3; Test Planning Level 2; User Interface Design Level 2; User Interface (UI) Design Level 3; Collaboration Intermediate; Communication Basic; Digital Fluency Basic; Learning Agility Intermediate; Problem Solving Intermediate; Self Management Intermediate,
Software Engineer,"The Software Engineer participates in projects and possesses the capability for design, development, testing, debugging, and implementing software applications or specialized utility programs in support of end users’ needs on platforms. They plan and coordinate regular updates and recommend improvements to existing applications. The Software Engineer identifies and resolves issues that have organization- wide and long-term impact. They identify security risks and create requirements to capture security issues to ensure coding standards meet security requirements. The Software Engineer develops and maintains the software configuration management plan and oversees the building, verification, and implementation of software releases. They provide guidance and technical support to the quality testing teams. The Software Engineer works in a team setting and is proficient in programming languages required by the organization. They are familiar with software development tools and standards, as well as the relevant software platforms on which the solution is deployed. The Software Engineer is imaginative and creative in exploring a range of application designs and solutions. They can engage and support others in the team and readily put forth their ideas clearly and compellingly.",Agile Software Development Level 4; Applications Development Level 4; Applications Integration Level 4; Applications Support and Enhancement Level 3; Budgeting Level 3; Business Environment Analysis Level 3; Business Needs Analysis Level 3; Business Negotiation Level 3; Business Requirements Mapping Level 3; Business Risk Management Level 3; Change Management Level 3; Cloud Computing Level 4; Configuration Tracking Level 3; Critical Thinking Level 3-4; Data Design Level 3; Database Administration Level 4; Design Thinking Practice Level 4; Emerging Technology Synthesis Level 4; Learning and Development Level 4; Performance Management Level 4; Problem Management Level 3; Product Management Level 4; Project Management Level 4; Quality Assurance Level 3-4; Quality Standards Level 4; Software Configuration Level 3; Software Design Level 4; Software Testing Level 3; Solution Architecture Level 4; Stakeholder Management Level 2-3; System Integration Level 3; Systems Design Level 4-5; Systems Thinking Level 3-4; Test Planning Level 3; User Experience Design Level 2-3; User Interface (UI) Design Level 3; Collaboration Intermediate; Communication Basic; Digital Fluency Intermediate; Learning Agility Intermediate; Problem Solving Intermediate; Self Management Intermediate; Communication Intermediate,
(Software) Solutions Architect,"The Solutions Architect is a pivotal role that bridges the technical and business worlds, translating complex requirements into viable, scalable, and sustainable software solutions. This individual is responsible for the end-to-end architecture of software systems, ensuring alignment with business goals, technology standards, and best practices in software development. The Solutions Architect provides technical oversight for the rest of the software development team and is responsible for defining, communicating, and maintaining the necessary standards and practices for code, tools, platform, testing, integration, and delivery.","Agile Coaching Level 4; Agile Software Development Level 4; Applications Development Level 5; Applications Integration Level 5; Applications Support and Enhancement Level 4; Budgeting Level 4; Business Environment Analysis Level 4; Business Innovation Level 5; Business Needs Analysis Level 4; Business Negotiation Level 4; Business Performance Management Level 4; Business Requirements Mapping Level 4; Business Risk Management Level 4; Change Management Level 4; Cloud Computing Level 6; Configuration Tracking Level 4; Continuous Integration and Continuous Deployment Level 4; Critical Thinking Level 4-5; Data Design Level 4; Database Adminisrtation Level 4-5; Design Thinking Practice Level 4-5; Emerging Technology Synthesis Level 5; Enterprise Architecture Level 5; Learning and Development Level 5; Networking Level 4; Organizational Analysis Level 4; People and Performance Management Level 4; Performance Management Level 5; Problem Management Level 4; Product Management Level 5; Project Feasibility Assessment Level 4; Project Management Level 5; Quality Assurance Level 5; Quality Standards Level 5; Service Level Management Level 5; Software Configuration Level 4; Software Design Level 5; Software Testing Level 4; Solution Architecture Level 5; Stakeholder Management Level 4-5; System Integration Level 4-5; Systems Design Level 5-6; Systems Thinking Level 4-5; Test Planning Level 4-5; Training, Coaching and Assessment Management Level 4-5; User Experience Design Level 3; User Interface Design Level 4; Vendor Management Level 4; Enterprise Architecture Level 6; Manpower Planning Level 4; Adaptability Advanced; Collaboration Intermediate; Communication Intermediate; Developing People Advanced; Digital Fluency Advanced; Influence Intermediate; Learning Agility Advanced; Problem Solving Advanced; Self Management Advanced; Collaboration Advanced; Communication Advanced",
Associate Embedded Systems Engineer,"The Associate Embedded Systems Engineer performs software design, development, and implementation of embedded systems in a product development environment. The Associate Embedded Systems Engineer programs embedded systems to perform specific tasks in real time and within the device that it serves. The Associate Embedded Systems Engineer specifies and prototypes new products and solutions. They develop embedded systems testing and simulation tools aligned with security standards. They test new products and document results. The Associate Embedded Systems Engineer identifies systems issues, performs root cause analysis, and develops solutions to increase embedded systems reverse engineering resilience. The Associate Embedded Systems Engineer migrates the embedded software stack across platforms. The Associate Embedded Systems Engineer works in a team setting and is familiar with the programming languages required by the organization. They are also knowledgeable of microcontroller-based hardware components.",Agile Software Development Level 4; Applications Development Level 3; Applications Integration Level 3; Business Environment Analysis Level 2; Business Needs Analysis Level 2; Business Risk Management Level 3; Configuration Tracking Level 1-2; Control System Programming Level 2; Critical Thinking Level 3; Embedded Systems Integration Level 3; Embedded Systems Interface Design Level 3; Embedded Systems Programming Level 3; Emerging Technology Synthesis Level 3; Network Configuration Level 2; Network Security Level 3; Project Management Level 3; Software Configuration Level 2; Software Design Level 3; Software Testing Level 2; Solution Architecture Level 3; Stakeholder Management Level 2; System Integration Level 3; Test Planning Level 2; Vendor Management Level 3; Collaboration Intermediate; Communication Basic; Decision Making Intermediate; Learning Agility Intermediate; Problem-Solving Intermediate; Self-Management Intermediate; Self Management Intermediate,
Embedded Systems Engineer,"The Embedded Systems Engineer envisions, designs, implements, tests, and delivers embedded systems in a product development environment. They contribute to the definition of requirements, product, and design specifications and collaborate with the hardware team throughout the software development lifecycle. The Embedded Systems Engineer defines innovative approaches to embedded systems development and integration of security aspects. They develop prototypes, create software tools for testing and automation, and evaluate the latest technologies. An Embedded Systems Engineer works in a team setting and is proficient in programming languages required by the organization. They are also knowledgeable of microprocessor and microcontroller-based hardware components. The Embedded Systems Engineer is methodical in the development and integration of embedded systems, and also creative in exploring ways to enhance embedded system solutions further. They work effectively in a team, guide junior team members, and can engage others when presenting their ideas to both internal and external stakeholders.","Agile Coaching Level 4; Agile Software Development Level 5; Applications Development Level 4; Applications Integration Level 4; Budgeting Level 3; Business Environment Analysis Level 3; Business Needs Analysis Level 3; Business Negotiation Level 3; Business Performance Management Level 3; Business Risk Management Level 3; Change Management Level 3; Configuration Tracking Level 3; Control System Programming Level 3; Critical Thinking Level 4; Embedded Systems Integration Level 4; Embedded Systems Interface Design Level 4; Embedded Systems Programming Level 4; Emerging Technology Synthesis Level 4; Learning and Development Level 4; Network Configuration Level 3; Network Security Level 4; Performance Management Level 4; Project Management Level 4; Software Configuration Level 3; Software Design Level 4; Software Testing Level 3; Solution Architecture Level 4; Stakeholder Management Level 3; System Integration Level 3; Test Planning Level 3; Training, Coaching and Assessment Management Level 3; Vendor Management Level 3; Collaboration Intermediate; Communication Intermediate; Decision Making Advanced; Digital Fluency Advanced; Learning Agility Intermediate; Problem-Solving Advanced; Self-Management Intermediate; Self Management Intermediate",
Embedded Systems Architect,"The Embedded Systems Architect plans and oversees the embedded system design, development, and integration aligned with policy and standards. This individual scopes out requirement specifications, plans project life cycles and estimates resources and budgets. They communicate with stakeholders to gain buy-in and coordinate deliverables with multiple product line owners. The Embedded Systems Architect oversees the preparation of test procedures and performance of qualification testing as well as the development of product, and design documentation. They guide the validation and verification of overall system design concepts and framework. They also provide manufacturing and final product release support as well as managing and developing junior staff. The Embedded Systems Architect leads a team and is responsible for managing projects and resources of the team, as well as coaching team members to build their technical capabilities. They are also experts in microprocessor and microcontroller-based hardware components, and the interconnectivity between systems and networks. The Embedded Systems Architect manages a team of engineers and other stakeholders, they are confident leaders who can justify their decisions, put forth their ideas in a persuasive manner, and engage others to gain buy-in. They should also be analytical and structured in the planning and management of embedded system design and integration projects, anticipating problems and developing solutions to them.","Agile Coaching Level 5; Agile Software Development Level 6; Applications Development Level 5; Applications Integration Level 5; Budgeting Level 4; Business Environment Analysis Level 4; Business Innovation Level 5; Business Needs Analysis Level 4; Business Negotiation Level 4; Business Performance Management Level 4; Business Requirements Mapping Level 4; Business Risk Management Level 4; Change Management Level 4; Configuration Tracking Level 4; Control System Programming Level 4; Critical Thinking Level 5; Embedded Systems Integration Level 5; Embedded Systems Interface Design Level 5; Embedded Systems Programming Level 5; Emerging Technology Synthesis Level 5; Learning and Development Level 4; Manpower Planning Level 3; Networking Level 4; Network Security Level 5; Organizational Analysis Level 4; People and Performance Management Level 3; Performance Management Level 5; Problem Management Level 4; Project Feasibility Assessment Level 4; Project Management Level 5; Software Configuration Level 4; Software Design Level 5; Software Testing Level 4; Solution Architecture Level 4; Stakeholder Management Level 5; Strategy Implementation Level 3; Strategy Planning Level 4; System Integration Level 5; Test Planning Level 4; Training, Coaching and Assessment Management Level 4; User Interface Design Level 4; Vendor Management Level 4; Collaboration Advanced; Decision Making Advanced; Developing People Advanced; Digital Fluency Advanced; Influence Advanced; Learning Agility Intermediate; Problem-Solving Advanced; Self-Management Advanced",
Chief Technology Officer,"The Chief Technology Officer (CTO) oversees all technical aspects of the organization and partners with key stakeholders within the business to evaluate new IT opportunities for growth. The CTO approves the deployment of new technologies to enhance or develop new services and product offerings. The CTO devices and implements long-term strategies focused on both current and new technologies that can help an organization go to market more effectively, in turn increasing revenue through technological enhancements. The CTO is an inspiring leader with a futuristic mindset with an ability to drive innovative enhancements in the organization. The Chief Technology Officer foresees connections across diverse areas and influences key stakeholder decisions.",Agile Coaching Level 6; Agile Software Development Level 6; Applications Development Level 5; Artificial Intelligence Application Level 6; Artificial Intelligence Application in Product Development Level 6; Automation Management Level 5-6; Budgeting Level 6; Business Agility Level 6; Business Continuity Level 6; Business Environment Analysis Level 5; Business Innovation Level 5; Business Needs Analysis Level 4-5; Business Negotiation Level 5; Business Performance Management Level 4-5; Business Presentation Delivery Level 4; Business Requirements Mapping Level 4-5; Business Risk Management Level 5-6; Change Management Level 5-6; Configuration Tracking Level 4; Continuous Integration and Continuous Deployment Level 5; Critical Thinking Level 5; Emerging Technology Synthesis Level 6; Enterprise Architecture Level 6; Innovation Management Level 4; IT Governance Level 4-5; IT Standards Level 4-5; IT Strategy Level 5-6; Learning and Development Level 5-6; Manpower Planning Level 4; Networking Level 5; Organizational Analysis Level 6; Organizational Design Level 6; Partnership Management Level 6; People and Performance Management Level 5; Performance Management Level 6; Portfolio Management Level 6; Problem Management Level 5; Product Management Level 5-6; Project Feasibility Assessment Level 5; Project Management Level 4-5; Quality Standards Level 6; Service Level Management Level 6; Software Design Level 5-6; Software Testing Level 4; Solution Architecture Level 5-6; Stakeholder Management Level 5; Strategy Implementation Level 4; Strategy Planning Level 6; Sustainability Management Level 5-6; System Integration Level 6; Test Planning Level 4-5; Vendor Management Level 4-5; Building Inclusivity Advanced; Communication Advanced; Creative Thinking Advanced; Customer Orientation Advanced; Decision Making Advanced; Developing People Advanced; Digital Fluency Advanced; Global Perspective Advanced; Influence Advanced; Learning Agility Advanced; Transdisciplinary Thinking Advanced,
Security Analyst,"The Security Analyst has minimal experience in IT and cybersecurity that supports the security function under close supervision. This role conducts basic security tasks to assist in monitoring, access control, vulnerability testing, and security incident response. Their key responsibilities include:",Audit and Compliance Level 3; Business Continuity Level 4; Cloud Computing Level 4; Continuous Improvement Level 3; Critical Thinking Level 3; Cyber and Data Breach Incident Management Level 4; Cybersecruity Level 4; Data Analytics Level 3; Data Governance Level 4; Disaster Recovery Management Level 4; Emerging Technology Synthesis Level 3; IT Governance Level 4; IT Standards Level 4; IT Strategy Level 4; Learning and Development Level 4; Network Security Level 3; Programming and Coding Level 2; Quality Standards Level 4; Security Administration Level 2; Security Architecture Level 3; Security Assessment and Testing Level 2-3; Security Education and Awareness Level 3; Security Operation Compliance Level 3; Security Programme Management Level 3; Security Strategy Level 4; Security Surveillance Management Level 3; Security Threat Research Level 4; Stakeholder Management Level 2; Threat Analysis and Defense Level 3; Threat Intelligence and Detection Level 3; Threat and Vulnerability Management Level 3; Agile Software Development Level 4; Applications Development Level 4; Artificial Intelligence Application Level 5; Artificial Intelligence Ethics and Governance Level 4; Audit and Compliance Level 4; Budgeting Level 5; Business Needs Analysis Level 4; Business Performance Management Level 4; Cloud Computing Level 5; Continuous Improvement Level 4; Collaboration Intermediate; Communication Intermediate; Creative Thinking Intermediate; Digital Fluency Intermediate; Problem Solving Intermediate; Sense Making Intermediate; Digital Fluency Advanced; Problem Solving Advanced; Adaptability Intermediate; Collaboration Advanced; Communication Advanced; -Level 5 Creative Thinking Intermediate; Decision Making Intermediate; Developing People Intermediate; Transdisciplinary Thinking Intermediate,
Vulnerability Assessment and Penetration Testing Analyst,"The Vulnerability Assessment and Penetration Testing Analyst designs and performs tests and checks cases to determine if infrastructure components, systems, and applications meet confidentiality, integrity, authentication, availability, authorization, and non-repudiation standards. This individual translates requirements into test plans and writes and executes test scripts or codes in line with standards and procedures to determine vulnerability from attacks. They certify infrastructure components, systems, and applications that meet security standards. The Vulnerability Assessment and Penetration Testing Analyst is well-versed with cyber security standards, protocols, and frameworks, has a creative and analytical mind, and deploys new and innovative methods to perform penetration tests. They work well in a team and communicate findings and implications effectively to relevant stakeholders.","Audit and Compliance Level 3; Continuous Improvement Level 4; Critical Thinking Level 4; Cyber and Data Breach Incident Management Level 4-5; Cybersecurity Level 4; Data Analytics Level 4; Data Governance Level 4; Disaster Recovery Management Level 4-5; Emerging Technology Synthesis Level 4; IT Governance Level 4; IT Standards Level 4; IT Strategy Level 4; Learning and Development Level 5; Programming and Coding Level 3-4; Quality Standards Level 4; Security Assessment and Testing Level 4; Security Education and Awareness Level 3; Security Operation Compliance Level 3-4; Security Program Management Level 3-4; Security Strategy Level 4; Security Threat Research Level 4; Stakeholder Management Level 3; Strategy Implementation Level 3; Strategy Planning Level 4; Test Planning Level 4; Threat Analysis and Defence Level 4; Threat Intelligence and Detection Level 4; Threat and Vulnerability Management Level 4; Security Threat Research Level 6; Software Design Level 5; Software Testing Level 3-4; Solution Architecture Level 4-5; Stakeholder Management Level 4; Strategy Implementation Level 4; Strategy Planning Level 5-6; Threat Analysis and Defense Level 5; Threat Intelligence and Detection Level 5; Training, Coaching and Assessment Management Level 4; Creative Thinking Intermediate; Decision Making Intermediate; Digital Literacy Advanced; Problem Solving Advanced; Sense Making Advanced; Transdisciplinary Thinking Advanced",
Vulnerability Assessment and Penetration Testing Manager,"The Vulnerability Assessment and Penetration Testing Manager plans and oversees the delivery of testing and certification services to determine whether infrastructure components, systems and applications meet confidentiality, integrity, authentication, availability, authorisation and non- repudiation standards. This individual reports on testing outcomes and activities. They provide recommendations and manage stakeholder expectations. They ensure compliance with assessment and testing standards, processes and tools. They develop organisational testing capability and support knowledge management. The Vulnerability and Testing Manager are well versed with cyber security standards, protocols and frameworks, and have sound knowledge of various testing applications and services. The Vulnerability Assessment and Penetration Testing Manager possesses strong analytical and critical thinking abilities to resolve and advise on highly complex issues, and effectively communicates outcomes to relevant stakeholders. They are adept at managing resources and developing their team. Critical Work Performance Functions Expectations Establish cyber • Develop policies and frameworks to conduct security penetration testing In accordance with: security policies • Establish certification-based policies for maintaining compliance","Audit and Compliance Level 4; Budgeting Level 5; Business Performance Management Level 5; Continuous Improvement Level 5; Critical Thinking Level 5; Cyber and Data Breach Incident Management Level 5; Cybersecurity Level 5; Data Analytics Level 5; Data Governance Level 5; Disaster Recovery Management Level 4-5; Emerging Technology Synthesis Level 5; IT Governance Level 4-5; IT Standards Level 4-5; IT Strategy Level 4-5; Learning and Development Level 6; Manpower Planning Level 4; Networking Level 5; People and Performance Management Level 4; Programming and Coding Level 4; Quality Standards Level 4-5; Security Assessment and Testing Level 5; Security Education and Awareness Level 4-5; Security Governance Level 5; Security Operation Compliance Level 4; Security Program Management Level 4; Security Strategy Level 4-5; Security Threat Research Level 4; Stakeholder Management Level 3; Strategy Implementation Level 4; Strategy Planning Level 5; Test Planning Level 5; Threat Analysis and Defence Level 5; Threat Intelligence and Detection Level 5; Threat and Vulnerability Management Level 4; Training, Coaching and Assessment Management Level 4; Threat Analysis and Defense Level 5; Creative Thinking Advanced; Decision Making Advanced; Developing People Advanced; Digital Fluency Advanced; Global Perspective Advanced; Problem Solving Advanced; Sense Making Advanced; Transdisciplinary Thinking Advanced",
Senior Network Security Engineer / Security Infra Engineer,"The Senior Network Security Engineer/Security Infra Engineer designs, develops and implements secure system architectures. This individual embeds security principles into the design of system architectures to mitigate the risks posed by new technologies and business practices. They design artifacts, spanning design, development, and implementation, into enterprise systems that describe security principles and how they relate to the overall enterprise system architecture. They perform routine activities related to the periodic review and audit activities of infrastructure security systems and maintain documentation of security standards and procedures. The Senior Network Security Engineer/Security Infra Engineer is well versed with cyber security standards, protocols and frameworks, and works in compliance with the Data Privacy Act of 2012 (Republic Act No. 10173), Cybercrime Prevention Act of 2012, Electronic Commerce Act of 2000 (Republic Act No. 8792), Anti- Child Pornography Act (Republic Act No. 9775), Anti-Photo and Video Voyeurism Act (Republic Act No. 9995), The Consumer Act of the Philippines (Republic Act No. 7394), The General Banking Law of 2000 (Republic Act No. 8791), Electronic Banking - Bangko Sentral ng Pilipinas (BSP) Circular 1022, Anti-Money Laundering Act 2001 (Republic Act No. 9160) as amended, The Agricultural and Fisheries Modernization Act of 1997 (Republic Act No. 8435), and the New Central Bank Act (Republic Act No. 7653). They are knowledgeable of various applications, hardware technologies, and services. The Senior Network Security Engineer/Security Infra Engineers are structured and systematic in their approach to designing and implementing secure system architectures. They are articulate and work well with their team and other stakeholders.","Audit and Compliance Level 3-4; Business Needs Analysis Level 4; Cloud Computing Level 6; Continuous Improvement Level 5; Critical Thinking Level 5; Cyber and Data Breach Incident Management Level 5; Cyber Forensics Level 5; Cybersecurity Level 5; Data Analytics Level 5; Data Governance Level 5; Disaster Recovery Management Level 4-5; Emerging Technology Synthesis Level 4; Infrastructure Design Level 4-5; Infrastructure Strategy Level 4-5; IT Governance Level 4-5; IT Standards Level 4-5; IT Strategy Level 4-5; Learning and Development Level 6; Manpower Planning Level 4; Network Security Level 5; People and Performance Management Level 4; Programming and Coding Level 4; Quality Standards Level 4-5; Security Administration Level 4; Security Architecture Level 4-5; Security Education and Awareness Level 4-5; Security Governance Level 5; Security Operation Compliance Level 4; Security Program Management Level 4; Security Strategy Level 4-5; Security Surveillance Management Level 4; Security Threat Research Level 4; Solution Architecture Level 5; Stakeholder Management Level 5; Strategy Implementation Level 4; Strategy Planning Level 5; Threat and Vulnerability Management Level 4; Training, Coaching and Assessment Management Level 4; Collaboration Intermediate; Communication Intermediate; Creative Thinking Intermediate; Decision Making Intermediate; Digital Fluency Advanced; Problem Solving Intermediate; Sense Making Intermediate; Transdisciplinary Thinking Advanced",
